miliseconds,steering,throttle
1697213148.4060996,-0.55,0.3
1697213148.4136424,-0.55,0.3
1697213148.4202535,-0.55,0.3
1697213148.4273567,-0.55,0.3
1697213148.4335718,-0.55,0.3
1697213148.441095,-0.55,0.3
1697213148.4489567,-0.55,0.3
1697213148.4580538,-0.55,0.3
1697213148.4683843,-0.55,0.3
1697213148.477776,-0.55,0.3
1697213148.489231,-0.55,0.3
1697213148.4984233,-0.55,0.3
1697213148.5062277,-0.55,0.3
1697213148.5248942,-0.55,0.3
1697213148.544749,-0.55,0.3
1697213148.5631056,-0.55,0.3
1697213148.5887234,-0.55,0.3
1697213148.6077223,-0.55,0.3
1697213148.613934,-0.55,0.3
1697213148.62221,-0.55,0.3
1697213148.633608,-0.55,0.3
1697213148.6429996,-0.55,0.3
1697213148.6512425,-0.55,0.3
1697213148.657068,-0.55,0.3
1697213148.6682596,-0.55,0.3
1697213148.677237,-0.55,0.3
1697213148.6832922,-0.55,0.3
1697213148.6909556,-0.55,0.3
1697213148.7025988,-0.55,0.3
1697213148.7095485,-0.55,0.3
1697213148.71812,-0.55,0.3
1697213148.7263632,-0.55,0.3
1697213148.7376797,-0.55,0.3
1697213148.746132,-0.55,0.3
1697213148.7542737,-0.55,0.3
1697213148.7598603,-0.55,0.3
1697213148.7713666,-0.55,0.3
1697213148.7802265,-0.55,0.3
1697213148.786379,-0.55,0.3
1697213148.7938654,-0.55,0.3
1697213148.799641,-0.55,0.3
1697213148.813671,-0.55,0.3
1697213148.8215876,-0.55,0.3
1697213148.8271627,-0.55,0.3
1697213148.8340049,-0.55,0.3
1697213148.839857,-0.55,0.3
1697213148.8544695,-0.55,0.3
1697213148.8618832,-0.55,0.3
1697213148.8674777,-0.55,0.3
1697213148.8763645,-0.55,0.3
1697213148.889878,-0.55,0.3
1697213148.8970711,-0.55,0.3
1697213148.9029016,-0.55,0.3
1697213148.9131844,-0.55,0.3
1697213148.9255822,-0.55,0.3
1697213148.9326668,-0.55,0.3
1697213148.9386559,-0.55,0.3
1697213148.9479582,-0.55,0.3
1697213148.9604912,-0.55,0.3
1697213148.9660525,-0.55,0.3
1697213148.9751513,-0.55,0.3
1697213148.9830518,-0.55,0.3
1697213148.9951646,-0.55,0.3
1697213149.000979,-0.55,0.3
1697213149.009657,-0.55,0.3
1697213149.0156848,-0.55,0.3
1697213149.0239658,-0.55,0.3
1697213149.0350778,-0.55,0.3
1697213149.0408494,-0.55,0.3
1697213149.049807,-0.55,0.3
1697213149.0578017,-0.55,0.3
1697213149.0633185,-0.55,0.3
1697213149.0759752,-0.55,0.3
1697213149.0821657,-0.55,0.3
1697213149.0883303,-0.55,0.3
1697213149.0964615,-0.55,0.3
1697213149.1072688,-0.55,0.3
1697213149.1155558,-0.55,0.3
1697213149.123348,-0.55,0.3
1697213149.1288743,-0.55,0.3
1697213149.1367145,-0.55,0.3
1697213149.1499407,-0.55,0.3
1697213149.1558354,-0.55,0.3
1697213149.1629527,-0.55,0.3
1697213149.168818,-0.55,0.3
1697213149.1799812,-0.55,0.3
1697213149.1922977,-0.55,0.3
1697213149.1994796,-0.55,0.3
1697213149.208372,-0.55,0.3
1697213149.219306,-0.55,0.3
1697213149.2259486,-0.55,0.3
1697213149.2315915,-0.55,0.3
1697213149.240036,-0.55,0.3
1697213149.2486434,-0.55,0.3
1697213149.2607071,-0.55,0.3
1697213149.2681952,-0.55,0.3
1697213149.276506,-0.55,0.3
1697213149.2825854,-0.55,0.3
1697213149.288845,-0.55,0.3
1697213149.2946923,-0.55,0.3
1697213149.3011825,-0.55,0.3
1697213149.3081644,-0.55,0.3
1697213149.3208802,-0.55,0.3
1697213149.3275533,-0.55,0.3
1697213149.3338299,-0.55,0.3
1697213149.342675,-0.55,0.3
1697213149.3488324,-0.55,0.3
1697213149.3552606,-0.55,0.3
1697213149.3618622,-0.55,0.3
1697213149.368213,-0.55,0.3
1697213149.3748317,-0.55,0.3
1697213149.3815613,-0.55,0.3
1697213149.3875465,-0.55,0.3
1697213149.3943145,-0.55,0.3
1697213149.400147,-0.55,0.3
1697213149.4073472,-0.55,0.3
1697213149.413457,-0.55,0.3
1697213149.419561,-0.55,0.3
1697213149.4261625,-0.55,0.3
1697213149.4322104,-0.55,0.3
1697213149.4387398,-0.55,0.3
1697213149.4459603,-0.55,0.3
1697213149.4517756,-0.55,0.3
1697213149.4581993,-0.55,0.3
1697213149.4640238,-0.55,0.3
1697213149.470475,-0.55,0.3
1697213149.4775248,-0.55,0.3
1697213149.4837039,-0.55,0.3
1697213149.4900484,-0.55,0.3
1697213149.4960582,-0.55,0.3
1697213149.5025272,-0.55,0.3
1697213149.5098133,-0.55,0.3
1697213149.5161123,-0.55,0.3
1697213149.5223463,-0.55,0.3
1697213149.5293727,-0.55,0.3
1697213149.535234,-0.55,0.3
1697213149.5421538,-0.55,0.3
1697213149.5485423,-0.55,0.3
1697213149.554642,-0.55,0.3
1697213149.5605998,-0.55,0.3
1697213149.5668716,-0.55,0.3
1697213149.5737514,-0.55,0.3
1697213149.5800447,-0.55,0.3
1697213149.586275,-0.55,0.3
1697213149.5925055,-0.55,0.3
1697213149.6204665,-0.55,0.3
1697213149.6283252,-0.55,0.3
1697213149.6376626,-0.55,0.3
1697213149.6440732,-0.55,0.3
1697213149.6508667,-0.55,0.3
1697213149.6628015,-0.55,0.3
1697213149.6716504,-0.55,0.3
1697213149.6885777,-0.55,0.3
1697213149.69888,-0.55,0.3
1697213149.7247362,-0.55,0.3
1697213149.7339647,-0.55,0.3
1697213149.7411342,-0.55,0.3
1697213149.748024,-0.55,0.3
1697213149.75604,-0.55,0.3
1697213149.7627873,-0.55,0.3
1697213149.770623,-0.55,0.3
1697213149.7789612,-0.55,0.3
1697213149.785804,-0.55,0.3
1697213149.7936184,-0.55,0.3
1697213149.8002682,-0.55,0.3
1697213149.8070736,-0.55,0.3
1697213149.8137057,-0.55,0.3
1697213149.820293,-0.55,0.3
1697213149.827859,-0.55,0.3
1697213149.833739,-0.55,0.3
1697213149.8414962,-0.55,0.3
1697213149.8481002,-0.55,0.3
1697213149.8547142,-0.55,0.3
1697213149.8624413,-0.55,0.3
1697213149.8694222,0.2,0.3
1697213149.8770497,0.2,0.3
1697213149.884516,0.2,0.3
1697213149.8913903,0.2,0.3
1697213149.897623,0.2,0.3
1697213149.908058,0.2,0.3
1697213149.9197621,0.2,0.3
1697213149.928715,0.2,0.3
1697213149.9369535,0.2,0.3
1697213149.9496038,0.2,0.3
1697213149.9591444,0.2,0.3
1697213149.970074,0.2,0.3
1697213149.9817488,0.2,0.3
1697213149.9964511,0.2,0.3
1697213150.016495,0.2,0.3
1697213150.0387394,0.2,0.3
1697213150.0556386,0.2,0.3
1697213150.0725365,0.2,0.3
1697213150.0814624,0.2,0.3
1697213150.0900426,0.2,0.3
1697213150.095913,0.2,0.3
1697213150.1086485,0.2,0.3
1697213150.1162243,0.2,0.3
1697213150.1245935,0.2,0.3
1697213150.1303616,0.2,0.3
1697213150.1424754,0.2,0.3
1697213150.1483786,0.2,0.3
1697213150.156343,0.2,0.3
1697213150.1642256,0.2,0.3
1697213150.1739542,0.2,0.3
1697213150.1829498,0.2,0.3
1697213150.1912909,0.2,0.3
1697213150.1971588,0.2,0.3
1697213150.2122,0.2,0.3
1697213150.2181313,0.2,0.3
1697213150.2264287,0.2,0.3
1697213150.2404056,0.2,0.3
1697213150.246641,0.2,0.3
1697213150.2547097,0.2,0.3
1697213150.2634156,0.2,0.3
1697213150.276617,0.2,0.3
1697213150.2845974,0.2,0.3
1697213150.293375,0.2,0.3
1697213150.2996244,0.2,0.3
1697213150.3132727,0.2,0.3
1697213150.3215146,0.2,0.3
1697213150.3297613,0.2,0.3
1697213150.3358335,0.2,0.3
1697213150.349774,0.2,0.3
1697213150.357778,0.2,0.3
1697213150.3657155,0.2,0.3
1697213150.371901,0.2,0.3
1697213150.3863883,0.2,0.3
1697213150.3952482,0.2,0.3
1697213150.4042594,0.2,0.3
1697213150.4174135,0.2,0.3
1697213150.4238846,0.2,0.3
1697213150.4317198,0.2,0.3
1697213150.4410505,0.2,0.3
1697213150.4547534,0.2,0.3
1697213150.4632373,0.2,0.3
1697213150.476574,0.2,0.3
1697213150.4840407,0.2,0.3
1697213150.4906328,0.2,0.3
1697213150.4984393,0.2,0.3
1697213150.505733,0.2,0.3
1697213150.5183794,0.2,0.3
1697213150.524819,0.2,0.3
1697213150.5304317,0.2,0.3
1697213150.5361006,0.2,0.3
1697213150.5431583,0.2,0.3
1697213150.5498803,0.2,0.3
1697213150.55665,0.2,0.3
1697213150.5632591,0.2,0.3
1697213150.5690212,0.2,0.3
1697213150.5763538,0.2,0.3
1697213150.582522,0.2,0.3
1697213150.589263,0.2,0.3
1697213150.595972,0.2,0.3
1697213150.6036763,0.2,0.3
1697213150.611154,0.2,0.3
1697213150.6178892,0.2,0.3
1697213150.624913,0.2,0.3
1697213150.63141,0.2,0.3
1697213150.6382518,0.2,0.3
1697213150.6457677,0.2,0.3
1697213150.6520805,0.2,0.3
1697213150.6587744,0.2,0.3
1697213150.6648402,0.2,0.3
1697213150.6711862,0.2,0.3
1697213150.6781986,0.2,0.3
1697213150.6848323,0.2,0.3
1697213150.6918693,0.2,0.3
1697213150.6986108,0.2,0.3
1697213150.7051256,0.2,0.3
1697213150.7120962,0.2,0.3
1697213150.718984,0.2,0.3
1697213150.7258701,0.2,0.3
1697213150.732349,0.2,0.3
1697213150.7394128,0.2,0.3
1697213150.7465243,0.2,0.3
1697213150.752905,0.2,0.3
1697213150.7600877,0.2,0.3
1697213150.7660935,0.2,0.3
1697213150.7724755,0.2,0.3
1697213150.779545,0.2,0.3
1697213150.7859297,0.2,0.3
1697213150.7928336,0.2,0.3
1697213150.7989578,0.2,0.3
1697213150.8069675,0.2,0.3
1697213150.8129942,0.2,0.3
1697213150.8196206,0.2,0.3
1697213150.8266397,0.2,0.3
1697213150.832615,0.2,0.3
1697213150.8397768,0.2,0.3
1697213150.8462768,0.2,0.3
1697213150.8524673,0.2,0.3
1697213150.8594356,0.2,0.3
1697213150.8655784,0.2,0.3
1697213150.872224,0.2,0.3
1697213150.8797789,0.2,0.3
1697213150.8859973,0.2,0.3
1697213150.8928554,0.2,0.3
1697213150.8995452,0.2,0.3
1697213150.9067786,0.2,0.3
1697213150.9131513,0.2,0.3
1697213150.9194415,0.2,0.3
1697213150.9266186,0.2,0.3
1697213150.9328778,0.2,0.3
1697213150.9396365,0.2,0.3
1697213150.9463124,0.2,0.3
1697213150.9523463,0.2,0.3
1697213150.9595242,0.2,0.3
1697213150.965725,0.2,0.3
1697213150.973262,0.2,0.3
1697213150.9798818,0.2,0.3
1697213150.9865456,0.2,0.3
1697213150.9936588,0.2,0.3
1697213150.9993474,0.2,0.3
1697213151.0058637,0.2,0.3
1697213151.0130804,0.2,0.3
1697213151.0194721,0.2,0.3
1697213151.0264041,0.2,0.3
1697213151.0329814,0.2,0.3
1697213151.0396543,0.2,0.3
1697213151.0465102,0.2,0.3
1697213151.0527542,0.2,0.3
1697213151.0597003,0.2,0.3
1697213151.0663059,0.2,0.3
1697213151.07373,0.2,0.3
1697213151.0859966,0.2,0.3
1697213151.0993385,0.2,0.3
1697213151.1083086,0.2,0.3
1697213151.1152384,0.2,0.3
1697213151.1223114,0.2,0.3
1697213151.1346002,0.2,0.3
1697213151.1441488,0.2,0.3
1697213151.1527226,0.2,0.3
1697213151.1628232,0.2,0.3
1697213151.1779542,0.2,0.3
1697213151.1876488,0.2,0.3
1697213151.1945353,0.2,0.3
1697213151.201224,0.2,0.3
1697213151.2104766,0.2,0.3
1697213151.2221105,0.2,0.3
1697213151.2284088,0.2,0.3
1697213151.2349398,0.2,0.3
1697213151.2432425,0.2,0.3
1697213151.2499955,0.2,0.3
1697213151.2570086,0.2,0.3
1697213151.2630498,0.2,0.3
1697213151.269498,0.2,0.3
1697213151.2770138,0.2,0.3
1697213151.283664,0.2,0.3
1697213151.2904365,0.2,0.3
1697213151.2963471,0.2,0.3
1697213151.302855,0.2,0.3
1697213151.3106945,0.2,0.3
1697213151.3177722,0.2,0.3
1697213151.3246953,0.2,0.3
1697213151.3309214,0.2,0.3
1697213151.3376656,0.2,0.3
1697213151.3448372,0.2,0.3
1697213151.351763,0.2,0.3
1697213151.3576946,0.2,0.3
1697213151.3638046,0.2,0.3
1697213151.3707044,0.2,0.3
1697213151.3796015,0.2,0.3
1697213151.3869376,0.2,0.3
1697213151.3972704,0.2,0.3
1697213151.4059064,0.2,0.3
1697213151.41659,0.2,0.3
1697213151.4332108,0.2,0.3
1697213151.4409432,0.2,0.3
1697213151.4553227,0.2,0.3
1697213151.46265,0.2,0.3
1697213151.4756703,0.2,0.3
1697213151.497207,-0.55,0.3
1697213151.517873,-0.55,0.3
1697213151.5427861,-0.55,0.3
1697213151.5610895,-0.55,0.3
1697213151.5676112,-0.55,0.3
1697213151.5752878,-0.55,0.3
1697213151.582368,-0.55,0.3
1697213151.5893846,-0.55,0.3
1697213151.595254,-0.55,0.3
1697213151.6033654,-0.55,0.3
1697213151.6105864,-0.55,0.3
1697213151.6177127,-0.55,0.3
1697213151.6241362,-0.55,0.3
1697213151.630065,-0.55,0.3
1697213151.6367216,-0.55,0.3
1697213151.6444256,-0.55,0.3
1697213151.6513042,-0.55,0.3
1697213151.657894,-0.55,0.3
1697213151.6637597,-0.55,0.3
1697213151.6705558,-0.55,0.3
1697213151.6779628,-0.55,0.3
1697213151.6851137,-0.55,0.3
1697213151.6915293,-0.55,0.3
1697213151.6978607,-0.55,0.3
1697213151.703935,-0.55,0.3
1697213151.7113256,-0.55,0.3
1697213151.718281,-0.55,0.3
1697213151.7254899,-0.55,0.3
1697213151.7314928,-0.55,0.3
1697213151.7380538,-0.55,0.3
1697213151.7463593,-0.55,0.3
1697213151.753885,-0.55,0.3
1697213151.7599022,-0.55,0.3
1697213151.7664773,-0.55,0.3
1697213151.7735798,-0.55,0.3
1697213151.7801886,-0.55,0.3
1697213151.7870946,-0.55,0.3
1697213151.7934837,-0.55,0.3
1697213151.7996805,-0.55,0.3
1697213151.8069081,-0.55,0.3
1697213151.8134863,-0.55,0.3
1697213151.8203406,-0.55,0.3
1697213151.826611,-0.55,0.3
1697213151.832722,-0.55,0.3
1697213151.8405554,-0.55,0.3
1697213151.8469703,-0.55,0.3
1697213151.8537495,-0.55,0.3
1697213151.8599215,-0.55,0.3
1697213151.866084,-0.55,0.3
1697213151.8734236,-0.55,0.3
1697213151.880999,-0.55,0.3
1697213151.887985,-0.55,0.3
1697213151.8939643,-0.55,0.3
1697213151.900232,-0.55,0.3
1697213151.9074917,-0.55,0.3
1697213151.914149,-0.55,0.3
1697213151.9211183,-0.55,0.3
1697213151.9272592,-0.55,0.3
1697213151.933073,-0.55,0.3
1697213151.940873,-0.55,0.3
1697213151.9485302,-0.55,0.3
1697213151.956072,-0.55,0.3
1697213151.9625065,-0.55,0.3
1697213151.969068,-0.55,0.3
1697213151.9766564,-0.55,0.3
1697213151.983749,-0.55,0.3
1697213151.9902306,-0.55,0.3
1697213151.9960124,-0.55,0.3
1697213152.003071,-0.55,0.3
1697213152.010452,-0.55,0.3
1697213152.0175433,-0.55,0.3
1697213152.0241055,-0.55,0.3
1697213152.0300522,-0.55,0.3
1697213152.0364363,-0.55,0.3
1697213152.044855,-0.55,0.3
1697213152.0515609,-0.55,0.3
1697213152.0586355,-0.55,0.3
1697213152.064673,-0.55,0.3
1697213152.07136,-0.55,0.3
1697213152.0791256,-0.55,0.3
1697213152.0860653,-0.55,0.3
1697213152.092611,-0.55,0.3
1697213152.0985649,-0.55,0.3
1697213152.1059692,-0.55,0.3
1697213152.1131845,-0.55,0.3
1697213152.1208239,-0.55,0.3
1697213152.1270587,-0.55,0.3
1697213152.1334584,-0.55,0.3
1697213152.14149,-0.55,0.3
1697213152.148859,-0.55,0.3
1697213152.156032,-0.55,0.3
1697213152.1616194,-0.55,0.3
1697213152.1684926,-0.55,0.3
1697213152.1756246,-0.55,0.3
1697213152.1828222,-0.55,0.3
1697213152.1891916,-0.55,0.3
1697213152.1955001,-0.55,0.3
1697213152.2015903,-0.55,0.3
1697213152.208971,-0.55,0.3
1697213152.2156255,-0.55,0.3
1697213152.2229545,-0.55,0.3
1697213152.2290912,-0.55,0.3
1697213152.2351449,-0.55,0.3
1697213152.2423506,-0.55,0.3
1697213152.2493522,-0.55,0.3
1697213152.2559688,-0.55,0.3
1697213152.2615752,-0.55,0.3
1697213152.267796,-0.55,0.3
1697213152.2752366,-0.55,0.3
1697213152.2820249,-0.55,0.3
1697213152.288857,-0.55,0.3
1697213152.2951038,-0.55,0.3
1697213152.301523,-0.55,0.3
1697213152.30894,-0.55,0.3
1697213152.3154094,-0.55,0.3
1697213152.3219059,-0.55,0.3
1697213152.3278522,-0.55,0.3
1697213152.3336911,-0.55,0.3
1697213152.3408408,-0.55,0.3
1697213152.347448,-0.55,0.3
1697213152.3549476,-0.55,0.3
1697213152.3611429,-0.55,0.3
1697213152.3675227,-0.55,0.3
1697213152.375186,-0.55,0.3
1697213152.381702,-0.55,0.3
1697213152.388609,-0.55,0.3
1697213152.394489,-0.55,0.3
1697213152.4005735,-0.55,0.3
1697213152.4086874,-0.55,0.3
1697213152.4155421,-0.55,0.3
1697213152.4221523,-0.55,0.3
1697213152.4279497,-0.55,0.3
1697213152.4342942,-0.55,0.3
1697213152.4423344,-0.55,0.3
1697213152.449455,-0.55,0.3
1697213152.4560032,-0.55,0.3
1697213152.4618065,-0.55,0.3
1697213152.4683032,-0.55,0.3
1697213152.4754202,-0.55,0.3
1697213152.4823604,-0.55,0.3
1697213152.4892638,-0.55,0.3
1697213152.495757,-0.55,0.3
1697213152.5018697,-0.55,0.3
1697213152.5090506,-0.55,0.3
1697213152.5155895,-0.55,0.3
1697213152.5229034,-0.55,0.3
1697213152.52862,-0.55,0.3
1697213152.5356286,-0.55,0.3
1697213152.5434575,-0.55,0.3
1697213152.5501378,-0.55,0.3
1697213152.557201,-0.55,0.3
1697213152.569568,-0.55,0.3
1697213152.5815196,-0.55,0.3
1697213152.5883772,-0.55,0.3
1697213152.595273,-0.55,0.3
1697213152.6035314,-0.55,0.3
1697213152.6110084,-0.55,0.3
1697213152.6185725,-0.55,0.3
1697213152.6260228,-0.55,0.3
1697213152.6338465,-0.55,0.3
1697213152.6423488,-0.55,0.3
1697213152.6505065,-0.55,0.3
1697213152.6572344,-0.55,0.3
1697213152.6678016,-0.55,0.3
1697213152.6854317,-0.55,0.3
1697213152.6946807,-0.55,0.3
1697213152.7011638,-0.55,0.3
1697213152.715317,-0.55,0.3
1697213152.7219496,-0.55,0.3
1697213152.7285628,-0.55,0.3
1697213152.7351725,-0.55,0.3
1697213152.7424185,-0.55,0.3
1697213152.7487698,-0.55,0.3
1697213152.7549827,-0.55,0.3
1697213152.760878,-0.55,0.3
1697213152.7665637,-0.55,0.3
1697213152.7820845,-0.55,0.3
1697213152.788366,-0.55,0.3
1697213152.7950559,-0.55,0.3
1697213152.8031423,-0.55,0.3
1697213152.8171325,-0.55,0.3
1697213152.8256037,-0.55,0.3
1697213152.8313074,-0.55,0.3
1697213152.8480482,-0.55,0.3
1697213152.85468,-0.55,0.3
1697213152.8616247,-0.55,0.3
1697213152.8708198,-0.55,0.3
1697213152.8861873,-0.55,0.3
1697213152.8997445,-0.55,0.3
1697213152.9077458,-0.55,0.3
1697213152.9143486,-0.55,0.3
1697213152.9276311,-0.55,0.3
1697213152.9351726,-0.55,0.3
1697213152.9449487,-0.55,0.3
1697213152.9545724,-0.55,0.3
1697213152.9731262,-0.55,0.3
1697213152.9903095,-0.55,0.3
1697213153.0103838,-0.55,0.3
1697213153.027011,-0.55,0.3
1697213153.0437982,-0.55,0.3
1697213153.0512152,-0.55,0.3
1697213153.0579765,-0.55,0.3
1697213153.0638895,-0.55,0.3
1697213153.072205,-0.55,0.3
1697213153.0800176,-0.55,0.3
1697213153.0862777,-0.55,0.3
1697213153.1001074,-0.55,0.3
1697213153.1094887,-0.55,0.3
1697213153.1162314,-0.55,0.3
1697213153.1248157,-0.55,0.3
1697213153.1394396,-0.55,0.3
1697213153.147817,-0.55,0.3
1697213153.156147,-0.55,0.3
1697213153.1708748,-0.55,0.3
1697213153.177664,-0.55,0.3
1697213153.1835837,-0.55,0.3
1697213153.1898572,-0.55,0.3
1697213153.1958551,-0.55,0.3
1697213153.2021403,-0.55,0.3
1697213153.209578,-0.55,0.3
1697213153.215743,-0.55,0.3
1697213153.22211,-0.55,0.3
1697213153.2282002,-0.55,0.3
1697213153.2346563,-0.55,0.3
1697213153.241789,-0.55,0.3
1697213153.2477808,-0.55,0.3
1697213153.2539732,-0.55,0.3
1697213153.2603798,-0.55,0.3
1697213153.2665603,-0.55,0.3
1697213153.2744627,-0.55,0.3
1697213153.280746,-0.55,0.3
1697213153.2869883,-0.55,0.3
1697213153.293577,-0.55,0.3
1697213153.2994025,-0.55,0.3
1697213153.3061974,-0.55,0.3
1697213153.312345,-0.55,0.3
1697213153.3184922,-0.55,0.3
1697213153.3248408,-0.55,0.3
1697213153.3307874,-0.55,0.3
1697213153.3369427,-0.55,0.3
1697213153.3435264,-0.55,0.3
1697213153.3498719,-0.55,0.3
1697213153.3562274,-0.55,0.3
1697213153.3622956,-0.55,0.3
1697213153.3679457,-0.55,0.3
1697213153.3753884,-0.55,0.3
1697213153.38146,-0.55,0.3
1697213153.3879545,-0.55,0.3
1697213153.3939633,-0.55,0.3
1697213153.399535,-0.55,0.3
1697213153.4067862,-0.55,0.3
1697213153.4127288,-0.55,0.3
1697213153.4190114,-0.55,0.3
1697213153.4254053,-0.55,0.3
1697213153.431506,-0.55,0.3
1697213153.4381025,-0.55,0.3
1697213153.444405,-0.55,0.3
1697213153.4503517,-0.55,0.3
1697213153.456944,-0.55,0.3
1697213153.4629579,-0.55,0.3
1697213153.469457,-0.55,0.3
1697213153.4760838,-0.55,0.3
1697213153.4822369,-0.55,0.3
1697213153.4886467,-0.55,0.3
1697213153.4947727,-0.55,0.3
1697213153.5007427,-0.55,0.3
1697213153.5075998,-0.55,0.3
1697213153.5136538,-0.55,0.3
1697213153.5195844,-0.55,0.3
1697213153.526093,-0.55,0.3
1697213153.5317707,-0.55,0.3
1697213153.5377202,-0.55,0.3
1697213153.5443804,-0.55,0.3
1697213153.5506594,-0.55,0.3
1697213153.5569215,-0.55,0.3
1697213153.563208,-0.55,0.3
1697213153.5694966,-0.55,0.3
1697213153.576223,-0.55,0.3
1697213153.5825355,-0.55,0.3
1697213153.588895,-0.55,0.3
1697213153.5947676,-0.55,0.3
1697213153.6009104,-0.55,0.3
1697213153.6078074,-0.55,0.3
1697213153.6140041,-0.55,0.3
1697213153.6200724,-0.55,0.3
1697213153.6265676,-0.55,0.3
1697213153.6323097,-0.55,0.3
1697213153.6393404,-0.55,0.3
1697213153.6456623,-0.55,0.3
1697213153.6517475,-0.55,0.3
1697213153.6584258,-0.55,0.3
1697213153.6642363,-0.55,0.3
1697213153.670336,-0.55,0.3
1697213153.6770349,-0.55,0.3
1697213153.6833618,-0.55,0.3
1697213153.6898327,-0.55,0.3
1697213153.6959436,-0.55,0.3
1697213153.702066,-0.55,0.3
1697213153.7091794,-0.55,0.3
1697213153.715261,-0.55,0.3
1697213153.7219758,-0.55,0.3
1697213153.728061,-0.55,0.3
1697213153.7343998,-0.55,0.3
1697213153.741147,-0.55,0.3
1697213153.7472503,-0.55,0.3
1697213153.7539153,-0.55,0.3
1697213153.7602746,-0.55,0.3
1697213153.7666075,-0.55,0.3
1697213153.7740576,-0.55,0.3
1697213153.7800448,-0.55,0.3
1697213153.7864501,-0.55,0.3
1697213153.7924547,-0.55,0.3
1697213153.798436,-0.55,0.3
1697213153.8055573,-0.55,0.3
1697213153.811508,-0.55,0.3
1697213153.817601,-0.55,0.3
1697213153.8242888,-0.55,0.3
1697213153.8301742,-0.55,0.3
1697213153.8372405,-0.55,0.3
1697213153.8441362,-0.55,0.3
1697213153.8504236,-0.55,0.3
1697213153.8567035,-0.55,0.3
1697213153.8627222,-0.55,0.3
1697213153.8688025,-0.55,0.3
1697213153.8762095,-0.55,0.3
1697213153.8823392,-0.55,0.3
1697213153.8885813,-0.55,0.3
1697213153.8946443,-0.55,0.3
1697213153.900576,-0.55,0.3
1697213153.9072618,-0.55,0.3
1697213153.9131947,-0.55,0.3
1697213153.9194627,-0.55,0.3
1697213153.925693,-0.55,0.3
1697213153.9315898,-0.55,0.3
1697213153.9382684,-0.55,0.3
1697213153.944379,-0.55,0.3
1697213153.9503884,-0.55,0.3
1697213153.9568553,-0.55,0.3
1697213153.9630253,-0.55,0.3
1697213153.9689994,-0.55,0.3
1697213153.9760103,-0.55,0.3
1697213153.9822907,-0.55,0.3
1697213153.98846,-0.55,0.3
1697213153.9944131,-0.55,0.3
1697213154.0000517,-0.55,0.3
1697213154.0084198,-0.55,0.3
1697213154.0145483,-0.55,0.3
1697213154.0210319,-0.55,0.3
1697213154.0272357,-0.55,0.3
1697213154.0331035,-0.55,0.3
1697213154.039784,-0.55,0.3
1697213154.0463216,-0.55,0.3
1697213154.0651312,-0.55,0.3
1697213154.0739,-0.55,0.3
1697213154.0808694,-0.55,0.3
1697213154.0943038,-0.55,0.3
1697213154.1064758,-0.55,0.3
1697213154.1229594,-0.55,0.3
1697213154.1297772,-0.55,0.3
1697213154.1377254,-0.55,0.3
1697213154.1507223,-0.55,0.3
1697213154.162152,-0.55,0.3
1697213154.168643,-0.55,0.3
1697213154.1759074,-0.55,0.3
1697213154.1822774,-0.55,0.3
1697213154.1890345,-0.55,0.3
1697213154.1953473,-0.55,0.3
1697213154.202469,-0.55,0.3
1697213154.2095852,-0.55,0.3
1697213154.2155132,-0.55,0.3
1697213154.2216866,-0.55,0.3
1697213154.227505,-0.55,0.3
1697213154.2338722,-0.55,0.3
1697213154.2403853,-0.55,0.3
1697213154.2464445,-0.55,0.3
1697213154.2524512,-0.55,0.3
1697213154.258601,-0.55,0.3
1697213154.2645586,-0.55,0.3
1697213154.2711542,-0.55,0.3
1697213154.2775404,-0.55,0.3
1697213154.2833617,-0.55,0.3
1697213154.2898767,-0.55,0.3
1697213154.2958071,-0.55,0.3
1697213154.3021903,-0.55,0.3
1697213154.3089547,-0.55,0.3
1697213154.3152742,-0.55,0.3
1697213154.3216777,-0.55,0.3
1697213154.3276541,-0.55,0.3
1697213154.3334787,-0.55,0.3
1697213154.3397348,-0.55,0.3
1697213154.3463912,-0.55,0.3
1697213154.3537889,-0.55,0.3
1697213154.3754928,-0.55,0.3
1697213154.3875473,-0.55,0.3
1697213154.4002488,-0.55,0.3
1697213154.4186778,-0.55,0.3
1697213154.4280932,-0.55,0.3
1697213154.4394166,-0.55,0.3
1697213154.459455,-0.55,0.3
1697213154.477151,-0.55,0.3
1697213154.4955454,-0.55,0.3
1697213154.5132573,-0.55,0.3
1697213154.5234118,-0.55,0.3
1697213154.5305443,-0.55,0.3
1697213154.5372844,-0.55,0.3
1697213154.5477479,-0.55,0.3
1697213154.55712,-0.55,0.3
1697213154.5634408,-0.55,0.3
1697213154.5708883,-0.55,0.3
1697213154.5820103,-0.55,0.3
1697213154.5889487,-0.55,0.3
1697213154.5954988,-0.55,0.3
1697213154.624002,-0.55,0.3
1697213154.6325517,-0.55,0.3
1697213154.642637,-0.55,0.3
1697213154.652638,-0.55,0.3
1697213154.6597583,-0.55,0.3
1697213154.6669433,-0.55,0.3
1697213154.6762967,-0.55,0.3
1697213154.6866899,-0.55,0.3
1697213154.6931968,-0.55,0.3
1697213154.70033,-0.55,0.3
1697213154.711192,-0.55,0.3
1697213154.7205718,-0.55,0.3
1697213154.7273278,-0.55,0.3
1697213154.7358987,-0.55,0.3
1697213154.7502546,-0.55,0.3
